# data file from generate.cpp
wavelengths,spectrum
814.1000000000,0.7067916718
814.2000000000,0.7039109294
814.3000000000,0.7010104450
814.4000000000,0.6980915104
814.5000000000,0.6951555378
814.6000000000,0.6922040602
814.7000000000,0.6892387315
814.8000000000,0.6862613262
814.9000000000,0.6832737373
815.0000000000,0.6802779750
815.1000000000,0.6772761631
815.2000000000,0.6742705358
815.3000000000,0.6712634333
815.4000000000,0.6682572972
815.5000000000,0.6652546644
815.6000000000,0.6622581618
815.7000000000,0.6592704992
815.8000000000,0.6562944623
815.9000000000,0.6533329056
816.0000000000,0.6503887439
816.1000000000,0.6474649450
816.2000000000,0.6445645207
816.3000000000,0.6416905186
816.4000000000,0.6388460134
816.5000000000,0.6360340980
816.6000000000,0.6332578752
816.7000000000,0.6305204489
816.8000000000,0.6278249155
816.9000000000,0.6251743558
817.0000000000,0.6225718267
817.1000000000,0.6200203538
817.2000000000,0.6175229231
817.3000000000,0.6150824746
817.4000000000,0.6127018954
817.5000000000,0.6103840127
817.6000000000,0.6081315886
817.7000000000,0.6059473140
817.8000000000,0.6038338036
817.9000000000,0.6017935914
818.0000000000,0.5998291262
818.1000000000,0.5979427680
818.2000000000,0.5961367843
818.3000000000,0.5944133472
818.4000000000,0.5927745310
818.5000000000,0.5912223095
818.6000000000,0.5897585542
818.7000000000,0.5883850327
818.8000000000,0.5871034069
818.9000000000,0.5859152324
819.0000000000,0.5848219570
819.1000000000,0.5838249199
819.2000000000,0.5829253512
819.3000000000,0.5821243709
819.4000000000,0.5814229886
819.5000000000,0.5808221027
819.6000000000,0.5803224999
819.7000000000,0.5799248545
819.8000000000,0.5796297278
819.9000000000,0.5794375669
820.0000000000,0.5793487043
820.1000000000,0.5793633566
820.2000000000,0.5794816230
820.3000000000,0.5797034845
820.4000000000,0.5800288020
820.5000000000,0.5804573145
820.6000000000,0.5809886376
820.7000000000,0.5816222610
820.8000000000,0.5823575468
820.9000000000,0.5831937268
821.0000000000,0.5841299001
821.1000000000,0.5851650306
821.2000000000,0.5862979444
821.3000000000,0.5875273267
821.4000000000,0.5888517195
821.5000000000,0.5902695185
821.6000000000,0.5917789703
821.7000000000,0.5933781701
821.8000000000,0.5950650587
821.9000000000,0.5968374203
822.0000000000,0.5986928801
822.1000000000,0.6006289024
822.2000000000,0.6026427888
822.3000000000,0.6047316764
822.4000000000,0.6068925373
822.5000000000,0.6091221773
822.6000000000,0.6114172361
822.7000000000,0.6137741871
822.8000000000,0.6161893385
822.9000000000,0.6186588340
823.0000000000,0.6211786553
823.1000000000,0.6237446241
823.2000000000,0.6263524055
823.3000000000,0.6289975117
823.4000000000,0.6316753063
823.5000000000,0.6343810097
823.6000000000,0.6371097053
823.7000000000,0.6398563454
823.8000000000,0.6426157594
823.9000000000,0.6453826615
824.0000000000,0.6481516595
824.1000000000,0.6509172649
824.2000000000,0.6536739025
824.3000000000,0.6564159221
824.4000000000,0.6591376094
824.5000000000,0.6618331990
824.6000000000,0.6644968866
824.7000000000,0.6671228428
824.8000000000,0.6697052267
824.9000000000,0.6722382005
825.0000000000,0.6747159440
825.1000000000,0.6771326696
825.2000000000,0.6794826379
825.3000000000,0.6817601727
825.4000000000,0.6839596774
825.5000000000,0.6860756498
825.6000000000,0.6881026984
825.7000000000,0.6900355578
825.8000000000,0.6918691043
825.9000000000,0.6935983708
826.0000000000,0.6952185620
826.1000000000,0.6967250689
826.2000000000,0.6981134829
826.3000000000,0.6993796093
826.4000000000,0.7005194803
826.5000000000,0.7015293678
826.6000000000,0.7024057945
826.7000000000,0.7031455451
826.8000000000,0.7037456767
826.9000000000,0.7042035275
827.0000000000,0.7045167259
827.1000000000,0.7046831974
827.2000000000,0.7047011713
827.3000000000,0.7045691861
827.4000000000,0.7042860942
827.5000000000,0.7038510654
827.6000000000,0.7032635887
827.7000000000,0.7025234744
827.8000000000,0.7016308538
827.9000000000,0.7005861789
828.0000000000,0.6993902200
828.1000000000,0.6980440632
828.2000000000,0.6965491064
828.3000000000,0.6949070542
828.4000000000,0.6931199121
828.5000000000,0.6911899797
828.6000000000,0.6891198423
828.7000000000,0.6869123632
828.8000000000,0.6845706729
828.9000000000,0.6820981598
829.0000000000,0.6794984582
829.1000000000,0.6767754367
829.2000000000,0.6739331858
829.3000000000,0.6709760045
829.4000000000,0.6679083865
829.5000000000,0.6647350061
829.6000000000,0.6614607034
829.7000000000,0.6580904692
829.8000000000,0.6546294297
829.9000000000,0.6510828307
830.0000000000,0.6474560218
830.1000000000,0.6437544407
830.2000000000,0.6399835965
830.3000000000,0.6361490545
830.4000000000,0.6322564196
830.5000000000,0.6283113208
830.6000000000,0.6243193956
830.7000000000,0.6202862744
830.8000000000,0.6162175659
830.9000000000,0.6121188422
831.0000000000,0.6079956246
831.1000000000,0.6038533699
831.2000000000,0.5996974575
831.3000000000,0.5955331766
831.4000000000,0.5913657142
831.5000000000,0.5872001442
831.6000000000,0.5830414169
831.7000000000,0.5788943487
831.8000000000,0.5747636138
831.9000000000,0.5706537357
832.0000000000,0.5665690799
832.1000000000,0.5625138476
832.2000000000,0.5584920697
832.3000000000,0.5545076027
832.4000000000,0.5505641240
832.5000000000,0.5466651300
832.6000000000,0.5428139327
832.7000000000,0.5390136598
832.8000000000,0.5352672533
832.9000000000,0.5315774704
833.0000000000,0.5279468850
833.1000000000,0.5243778892
833.2000000000,0.5208726968
833.3000000000,0.5174333466
833.4000000000,0.5140617069
833.5000000000,0.5107594803
833.6000000000,0.5075282098
833.7000000000,0.5043692845
833.8000000000,0.5012839471
833.9000000000,0.4982733010
834.0000000000,0.4953383181
834.1000000000,0.4924798473
834.2000000000,0.4896986228
834.3000000000,0.4869952735
834.4000000000,0.4843703324
834.5000000000,0.4818242453
834.6000000000,0.4793573814
834.7000000000,0.4769700425
834.8000000000,0.4746624730
834.9000000000,0.4724348694
835.0000000000,0.4702873907
835.1000000000,0.4682201673
835.2000000000,0.4662333105
835.3000000000,0.4643269223
835.4000000000,0.4625011034
835.5000000000,0.4607559624
835.6000000000,0.4590916233
835.7000000000,0.4575082338
835.8000000000,0.4560059720
835.9000000000,0.4545850529
836.0000000000,0.4532457349
836.1000000000,0.4519883244
836.2000000000,0.4508131813
836.3000000000,0.4497207225
836.4000000000,0.4487114252
836.5000000000,0.4477858294
836.6000000000,0.4469445400
836.7000000000,0.4461882274
836.8000000000,0.4455176276
836.9000000000,0.4449335423
837.0000000000,0.4444368367
837.1000000000,0.4440284378
837.2000000000,0.4437093317
837.3000000000,0.4434805593
837.4000000000,0.4433432128
837.5000000000,0.4432984299
837.6000000000,0.4433473885
837.7000000000,0.4434913001
837.8000000000,0.4437314033
837.9000000000,0.4440689557
838.0000000000,0.4445052262
838.1000000000,0.4450414865
838.2000000000,0.4456790021
838.3000000000,0.4464190227
838.4000000000,0.4472627731
838.5000000000,0.4482114426
838.6000000000,0.4492661751
838.7000000000,0.4504280588
838.8000000000,0.4516981149
838.9000000000,0.4530772878
839.0000000000,0.4545664335
839.1000000000,0.4561663093
839.2000000000,0.4578775628
839.3000000000,0.4597007210
839.4000000000,0.4616361801
839.5000000000,0.4636841946
839.6000000000,0.4658448674
839.7000000000,0.4681181394
839.8000000000,0.4705037801
839.9000000000,0.4730013781
840.0000000000,0.4756103320
840.1000000000,0.4783298419
840.2000000000,0.4811589012
840.3000000000,0.4840962894
840.4000000000,0.4871405643
840.5000000000,0.4902900564
840.6000000000,0.4935428627
840.7000000000,0.4968968417
840.8000000000,0.5003496092
840.9000000000,0.5038985351
841.0000000000,0.5075407399
841.1000000000,0.5112730939
841.2000000000,0.5150922161
841.3000000000,0.5189944739
841.4000000000,0.5229759850
841.5000000000,0.5270326190
841.6000000000,0.5311600013
841.7000000000,0.5353535168
841.8000000000,0.5396083162
841.9000000000,0.5439193222
842.0000000000,0.5482812376
842.1000000000,0.5526885542
842.2000000000,0.5571355631
842.3000000000,0.5616163663
842.4000000000,0.5661248887
842.5000000000,0.5706548923
842.6000000000,0.5751999910
842.7000000000,0.5797536660
842.8000000000,0.5843092832
842.9000000000,0.5888601111
843.0000000000,0.5933993390
843.1000000000,0.5979200974
843.2000000000,0.6024154781
843.3000000000,0.6068785551
843.4000000000,0.6113024069
843.5000000000,0.6156801380
843.6000000000,0.6200049020
843.7000000000,0.6242699243
843.8000000000,0.6284685252
843.9000000000,0.6325941428
844.0000000000,0.6366403560
844.1000000000,0.6406009075
844.2000000000,0.6444697257
844.3000000000,0.6482409472
844.4000000000,0.6519089374
844.5000000000,0.6554683118
844.6000000000,0.6589139550
844.7000000000,0.6622410397
844.8000000000,0.6654450442
844.9000000000,0.6685217685
845.0000000000,0.6714673496
845.1000000000,0.6742782750
845.2000000000,0.6769513944
845.3000000000,0.6794839302
845.4000000000,0.6818734867
845.5000000000,0.6841180564
845.6000000000,0.6862160257
845.7000000000,0.6881661783
845.8000000000,0.6899676966
845.9000000000,0.6916201615
846.0000000000,0.6931235506
846.1000000000,0.6944782340
846.2000000000,0.6956849689
846.3000000000,0.6967448919
846.4000000000,0.6976595103
846.5000000000,0.6984306913
846.6000000000,0.6990606496
846.7000000000,0.6995519339
846.8000000000,0.6999074120
846.9000000000,0.7001302541
847.0000000000,0.7002239160
847.1000000000,0.7001921199
847.2000000000,0.7000388358
847.3000000000,0.6997682607
847.4000000000,0.6993847982
847.5000000000,0.6988930372
847.6000000000,0.6982977298
847.7000000000,0.6976037695
847.8000000000,0.6968161690
847.9000000000,0.6959400382
848.0000000000,0.6949805615
848.1000000000,0.6939429766
848.2000000000,0.6928325523
848.3000000000,0.6916545676
848.4000000000,0.6904142907
848.5000000000,0.6891169594
848.6000000000,0.6877677612
848.7000000000,0.6863718147
848.8000000000,0.6849341521
848.9000000000,0.6834597017
849.0000000000,0.6819532722
849.1000000000,0.6804195376
849.2000000000,0.6788630231
849.3000000000,0.6772880922
849.4000000000,0.6756989346
849.5000000000,0.6740995555
849.6000000000,0.6724937659
849.7000000000,0.6708851738
849.8000000000,0.6692771770
849.9000000000,0.6676729561
850.0000000000,0.6660754698
850.1000000000,0.6644874504
850.2000000000,0.6629114004
850.3000000000,0.6613495905
850.4000000000,0.6598040587
850.5000000000,0.6582766096
850.6000000000,0.6567688156
850.7000000000,0.6552820188
850.8000000000,0.6538173331
850.9000000000,0.6523756482
851.0000000000,0.6509576337
851.1000000000,0.6495637443
851.2000000000,0.6481942259
851.3000000000,0.6468491219
851.4000000000,0.6455282811
851.5000000000,0.6442313652
851.6000000000,0.6429578577
851.7000000000,0.6417070733
851.8000000000,0.6404781672
851.9000000000,0.6392701461
852.0000000000,0.6380818783
852.1000000000,0.6369121056
852.2000000000,0.6357594542
852.3000000000,0.6346224474
852.4000000000,0.6334995171
852.5000000000,0.6323890171
852.6000000000,0.6312892351
852.7000000000,0.6301984064
852.8000000000,0.6291147262
852.9000000000,0.6280363632
853.0000000000,0.6269614724
853.1000000000,0.6258882083
853.2000000000,0.6248147381
853.3000000000,0.6237392542
853.4000000000,0.6226599868
853.5000000000,0.6215752168
853.6000000000,0.6204832873
853.7000000000,0.6193826156
853.8000000000,0.6182717045
853.9000000000,0.6171491529
854.0000000000,0.6160136663
854.1000000000,0.6148640668
854.2000000000,0.6136993015
854.3000000000,0.6125184515
854.4000000000,0.6113207396
854.5000000000,0.6101055373
854.6000000000,0.6088723708
854.7000000000,0.6076209269
854.8000000000,0.6063510575
854.9000000000,0.6050627832
855.0000000000,0.6037562965
855.1000000000,0.6024319640
855.2000000000,0.6010903276
855.3000000000,0.5997321048
855.4000000000,0.5983581886
855.5000000000,0.5969696460
855.6000000000,0.5955677162
855.7000000000,0.5941538074
855.8000000000,0.5927294941
855.9000000000,0.5912965117
856.0000000000,0.5898567527
856.1000000000,0.5884122600
856.2000000000,0.5869652220
856.3000000000,0.5855179645
856.4000000000,0.5840729449
856.5000000000,0.5826327432
856.6000000000,0.5812000552
856.7000000000,0.5797776829
856.8000000000,0.5783685268
856.9000000000,0.5769755763
857.0000000000,0.5756019009
857.1000000000,0.5742506407
857.2000000000,0.5729249970
857.3000000000,0.5716282229
857.4000000000,0.5703636137
857.5000000000,0.5691344975
857.6000000000,0.5679442256
857.7000000000,0.5667961632
857.8000000000,0.5656936801
857.9000000000,0.5646401414
858.0000000000,0.5636388988
858.1000000000,0.5626932813
858.2000000000,0.5618065871
858.3000000000,0.5609820745
858.4000000000,0.5602229538
858.5000000000,0.5595323796
858.6000000000,0.5589134422
858.7000000000,0.5583691607
858.8000000000,0.5579024748
858.9000000000,0.5575162379
859.0000000000,0.5572132101
859.1000000000,0.5569960512
859.2000000000,0.5568673138
859.3000000000,0.5568294373
859.4000000000,0.5568847413
859.5000000000,0.5570354195
859.6000000000,0.5572835337
859.7000000000,0.5576310082
859.8000000000,0.5580796245
859.9000000000,0.5586310151
860.0000000000,0.5592866593
860.1000000000,0.5600478774
860.2000000000,0.5609158263
860.3000000000,0.5618914948
860.4000000000,0.5629756996
860.5000000000,0.5641690804
860.6000000000,0.5654720967
860.7000000000,0.5668850240
860.8000000000,0.5684079506
860.9000000000,0.5700407742
861.0000000000,0.5717832000
861.1000000000,0.5736347376
861.2000000000,0.5755946997
861.3000000000,0.5776622005
861.4000000000,0.5798361545
861.5000000000,0.5821152762
861.6000000000,0.5844980797
861.7000000000,0.5869828797
861.8000000000,0.5895677920
861.9000000000,0.5922507354
862.0000000000,0.5950294337
862.1000000000,0.5979014188
862.2000000000,0.6008640336
862.3000000000,0.6039144367
862.4000000000,0.6070496064
862.5000000000,0.6102663465
862.6000000000,0.6135612922
862.7000000000,0.6169309165
862.8000000000,0.6203715374
862.9000000000,0.6238793261
863.0000000000,0.6274503149
863.1000000000,0.6310804065
863.2000000000,0.6347653833
863.3000000000,0.6385009173
863.4000000000,0.6422825806
863.5000000000,0.6461058562
863.6000000000,0.6499661490
863.7000000000,0.6538587970
863.8000000000,0.6577790834
863.9000000000,0.6617222481
864.0000000000,0.6656834995
864.1000000000,0.6696580266
864.2000000000,0.6736410108
864.3000000000,0.6776276376
864.4000000000,0.6816131087
864.5000000000,0.6855926528
864.6000000000,0.6895615371
864.7000000000,0.6935150778
864.8000000000,0.6974486510
864.9000000000,0.7013577020
865.0000000000,0.7052377550
865.1000000000,0.7090844219
865.2000000000,0.7128934106
865.3000000000,0.7166605325
865.4000000000,0.7203817094
865.5000000000,0.7240529799
865.6000000000,0.7276705047
865.7000000000,0.7312305716
865.8000000000,0.7347295994
865.9000000000,0.7381641411
866.0000000000,0.7415308870
866.1000000000,0.7448266657
866.2000000000,0.7480484459
866.3000000000,0.7511933366
866.4000000000,0.7542585866
866.5000000000,0.7572415839
866.6000000000,0.7601398541
866.7000000000,0.7629510583
866.8000000000,0.7656729901
866.9000000000,0.7683035729
867.0000000000,0.7708408562
867.1000000000,0.7732830114
867.2000000000,0.7756283276
867.3000000000,0.7778752067
867.4000000000,0.7800221587
867.5000000000,0.7820677965
867.6000000000,0.7840108306
867.7000000000,0.7858500637
867.8000000000,0.7875843852
867.9000000000,0.7892127660
868.0000000000,0.7907342530
868.1000000000,0.7921479639
868.2000000000,0.7934530822
868.3000000000,0.7946488521
868.4000000000,0.7957345742
868.5000000000,0.7967096010
868.6000000000,0.7975733331
868.7000000000,0.7983252152
868.8000000000,0.7989647334
868.9000000000,0.7994914122
869.0000000000,0.7999048122
869.1000000000,0.8002045284
869.2000000000,0.8003901889
869.3000000000,0.8004614542
869.4000000000,0.8004180169
869.5000000000,0.8002596022
869.6000000000,0.7999859686
869.7000000000,0.7995969098
869.8000000000,0.7990922561
869.9000000000,0.7984718776
870.0000000000,0.7977356870
870.1000000000,0.7968836431
870.2000000000,0.7959157552
870.3000000000,0.7948320876
870.4000000000,0.7936327644
870.5000000000,0.7923179751
870.6000000000,0.7908879803
870.7000000000,0.7893431177
870.8000000000,0.7876838086
870.9000000000,0.7859105642
871.0000000000,0.7840239923
871.1000000000,0.7820248042
871.2000000000,0.7799138215
871.3000000000,0.7776919827
871.4000000000,0.7753603502
871.5000000000,0.7729201163
871.6000000000,0.7703726102
871.7000000000,0.7677193031
871.8000000000,0.7649618147
871.9000000000,0.7621019181
872.0000000000,0.7591415443
872.1000000000,0.7560827867
872.2000000000,0.7529279045
872.3000000000,0.7496793259
872.4000000000,0.7463396503
872.5000000000,0.7429116493
872.6000000000,0.7393982683
872.7000000000,0.7358026259
872.8000000000,0.7321280128
872.9000000000,0.7283778908
873.0000000000,0.7245558893
873.1000000000,0.7206658025
873.2000000000,0.7167115846
873.3000000000,0.7126973450
873.4000000000,0.7086273420
873.5000000000,0.7045059759
873.6000000000,0.7003377816
873.7000000000,0.6961274202
873.8000000000,0.6918796698
873.9000000000,0.6875994158
874.0000000000,0.6832916411
874.1000000000,0.6789614144
874.2000000000,0.6746138798
874.3000000000,0.6702542445
874.4000000000,0.6658877674
874.5000000000,0.6615197462
874.6000000000,0.6571555053
874.7000000000,0.6528003835
874.8000000000,0.6484597211
874.9000000000,0.6441388472
875.0000000000,0.6398430680
875.1000000000,0.6355776537
875.2000000000,0.6313478273
875.3000000000,0.6271587522
875.4000000000,0.6230155213
875.5000000000,0.6189231459
875.6000000000,0.6148865456
875.7000000000,0.6109105375
875.8000000000,0.6069998277
875.9000000000,0.6031590019
876.0000000000,0.5993925171
876.1000000000,0.5957046941
876.2000000000,0.5920997104
876.3000000000,0.5885815939
876.4000000000,0.5851542167
876.5000000000,0.5818212903
876.6000000000,0.5785863608
876.7000000000,0.5754528053
876.8000000000,0.5724238280
876.9000000000,0.5695024578
877.0000000000,0.5666915458
877.1000000000,0.5639937639
877.2000000000,0.5614116031
877.3000000000,0.5589473730
877.4000000000,0.5566032013
877.5000000000,0.5543810339
877.6000000000,0.5522826353
877.7000000000,0.5503095892
877.8000000000,0.5484632997
877.9000000000,0.5467449923
878.0000000000,0.5451557156
878.1000000000,0.5436963431
878.2000000000,0.5423675748
878.3000000000,0.5411699392
878.4000000000,0.5401037961
878.5000000000,0.5391693378
878.6000000000,0.5383665925
878.7000000000,0.5376954258
878.8000000000,0.5371555438
878.9000000000,0.5367464953
879.0000000000,0.5364676744
879.1000000000,0.5363183230
879.2000000000,0.5362975335
879.3000000000,0.5364042512
879.4000000000,0.5366372770
879.5000000000,0.5369952702
879.6000000000,0.5374767509
879.7000000000,0.5380801030
879.8000000000,0.5388035766
879.9000000000,0.5396452912
880.0000000000,0.5406032381
880.1000000000,0.5416752839
880.2000000000,0.5428591730
880.3000000000,0.5441525312
880.4000000000,0.5455528684
880.5000000000,0.5470575828
880.6000000000,0.5486639634
880.7000000000,0.5503691944
880.8000000000,0.5521703590
880.9000000000,0.5540644428
881.0000000000,0.5560483387
881.1000000000,0.5581188506
881.2000000000,0.5602726986
881.3000000000,0.5625065232
881.4000000000,0.5648168902
881.5000000000,0.5672002964
881.6000000000,0.5696531741
881.7000000000,0.5721718974
881.8000000000,0.5747527869
881.9000000000,0.5773921163
882.0000000000,0.5800861181
882.1000000000,0.5828309894
882.2000000000,0.5856228985
882.3000000000,0.5884579909
882.4000000000,0.5913323959
882.5000000000,0.5942422328
882.6000000000,0.5971836174
882.7000000000,0.6001526687
882.8000000000,0.6031455151
882.9000000000,0.6061583006
883.0000000000,0.6091871919
883.1000000000,0.6122283836
883.2000000000,0.6152781054
883.3000000000,0.6183326272
883.4000000000,0.6213882654
883.5000000000,0.6244413884
883.6000000000,0.6274884221
883.7000000000,0.6305258551
883.8000000000,0.6335502434
883.9000000000,0.6365582156
884.0000000000,0.6395464770
884.1000000000,0.6425118136
884.2000000000,0.6454510966
884.3000000000,0.6483612853
884.4000000000,0.6512394308
884.5000000000,0.6540826788
884.6000000000,0.6568882728
884.7000000000,0.6596535557
884.8000000000,0.6623759728
884.9000000000,0.6650530731
885.0000000000,0.6676825116
885.1000000000,0.6702620501
885.2000000000,0.6727895587
885.3000000000,0.6752630171
885.4000000000,0.6776805151
885.5000000000,0.6800402533
885.6000000000,0.6823405440
885.7000000000,0.6845798115
885.8000000000,0.6867565922
885.9000000000,0.6888695354
886.0000000000,0.6909174035
886.1000000000,0.6928990716
886.2000000000,0.6948135287
886.3000000000,0.6966598773
886.4000000000,0.6984373336
886.5000000000,0.7001452284
886.6000000000,0.7017830068
886.7000000000,0.7033502288
886.8000000000,0.7048465701
886.9000000000,0.7062718219
887.0000000000,0.7076258920
887.1000000000,0.7089088053
887.2000000000,0.7101207041
887.3000000000,0.7112618492
887.4000000000,0.7123326203
887.5000000000,0.7133335169
887.6000000000,0.7142651585
887.7000000000,0.7151282857
887.8000000000,0.7159237603
887.9000000000,0.7166525660
888.0000000000,0.7173158086
888.1000000000,0.7179147159
888.2000000000,0.7184506379
888.3000000000,0.7189250465
888.4000000000,0.7193395346
888.5000000000,0.7196958156
888.6000000000,0.7199957221
888.7000000000,0.7202412043
888.8000000000,0.7204343283
888.9000000000,0.7205772736
889.0000000000,0.7206723303
889.1000000000,0.7207218963
889.2000000000,0.7207284732
889.3000000000,0.7206946624
889.4000000000,0.7206231607
889.5000000000,0.7205167548
889.6000000000,0.7203783161
889.7000000000,0.7202107942
889.8000000000,0.7200172111
889.9000000000,0.7198006534
890.0000000000,0.7195642654
890.1000000000,0.7193112410
890.2000000000,0.7190448157
890.3000000000,0.7187682579
890.4000000000,0.7184848598
890.5000000000,0.7181979288
890.6000000000,0.7179107774
890.7000000000,0.7176267142
890.8000000000,0.7173490336
890.9000000000,0.7170810068
891.0000000000,0.7168258710
891.1000000000,0.7165868201
891.2000000000,0.7163669951
891.3000000000,0.7161694740
891.4000000000,0.7159972627
891.5000000000,0.7158532853
891.6000000000,0.7157403758
891.7000000000,0.7156612688
891.8000000000,0.7156185919
891.9000000000,0.7156148569
892.0000000000,0.7156524532
892.1000000000,0.7157336404
892.2000000000,0.7158605421
892.3000000000,0.7160351396
892.4000000000,0.7162592669
892.5000000000,0.7165346054
892.6000000000,0.7168626803
892.7000000000,0.7172448564
892.8000000000,0.7176823352
892.9000000000,0.7181761526
893.0000000000,0.7187271767
893.1000000000,0.7193361067
893.2000000000,0.7200034723
893.3000000000,0.7207296329
893.4000000000,0.7215147788
893.5000000000,0.7223589312
893.6000000000,0.7232619445
893.7000000000,0.7242235071
893.8000000000,0.7252431447
893.9000000000,0.7263202223
894.0000000000,0.7274539476
894.1000000000,0.7286433745
894.2000000000,0.7298874071
894.3000000000,0.7311848036
894.4000000000,0.7325341809
894.5000000000,0.7339340193
894.6000000000,0.7353826680
894.7000000000,0.7368783494
894.8000000000,0.7384191655
894.9000000000,0.7400031031
895.0000000000,0.7416280398
895.1000000000,0.7432917497
895.2000000000,0.7449919100
895.3000000000,0.7467261070
895.4000000000,0.7484918423
895.5000000000,0.7502865398
895.6000000000,0.7521075518
895.7000000000,0.7539521658
895.8000000000,0.7558176114
895.9000000000,0.7577010668
896.0000000000,0.7595996658
896.1000000000,0.7615105049
896.2000000000,0.7634306496
896.3000000000,0.7653571419
896.4000000000,0.7672870070
896.5000000000,0.7692172605
896.6000000000,0.7711449147
896.7000000000,0.7730669863
896.8000000000,0.7749805027
896.9000000000,0.7768825093
897.0000000000,0.7787700759
897.1000000000,0.7806403033
897.2000000000,0.7824903305
897.3000000000,0.7843173405
897.4000000000,0.7861185671
897.5000000000,0.7878913010
897.6000000000,0.7896328957
897.7000000000,0.7913407736
897.8000000000,0.7930124312
897.9000000000,0.7946454453
898.0000000000,0.7962374774
898.1000000000,0.7977862788
898.2000000000,0.7992896956
898.3000000000,0.8007456726
898.4000000000,0.8021522573
898.5000000000,0.8035076037
898.6000000000,0.8048099755
898.7000000000,0.8060577488
898.8000000000,0.8072494149
898.9000000000,0.8083835824
899.0000000000,0.8094589784
899.1000000000,0.8104744503
899.2000000000,0.8114289664
899.3000000000,0.8123216162
899.4000000000,0.8131516105
899.5000000000,0.8139182809
